来源文件,来源Sheet,原始行号,系统大类,系统,界面,界面过程名称,FGUI名称,界面优先级,负责交互,负责拼接,负责GUI,PC定制等级,PC制作方式,PC工作量,定制优先级,PC制作进展,RLS备注,B2备注,风格迭代总进展,跑测来源
SOC项目全量界面整理.xlsx,界面盘点,293,局内-系统,死亡流程,倒地,倒地,UiDying,,李艺,李秋,王京京,4-部分功能定制,适配+部分定制,F,P0必改,制作完成,（20251118未加悬浮态）,绑定快捷键,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,294,局内-系统,死亡流程,放弃确认,放弃确认,UiMsgBox,,李艺,李秋,王京京,1-纯适配,,,,1-纯适配,,,,
SOC项目全量界面整理.xlsx,界面盘点,295,局内-系统,死亡流程,死亡表现,死亡表现,,,李艺,李秋,王京京,4-部分功能定制,纯适配+pc框架,无需,无需,制作完成,,,无需处理,
SOC项目全量界面整理.xlsx,界面盘点,296,局内-系统,死亡流程,死亡结算,死亡结算,UiDeadInfo,,李艺,李秋,王京京,4-部分功能定制,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,297,局内-系统,死亡流程,复活点选择,复活点选择,UiRespawn,,李艺,李秋,王京京,4-部分功能定制,适配+部分定制,F,P1尽量,制作完成,,绑定快捷键： / 空格切页/复活 / 滚轮选择复活点,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,298,局内-系统,相机,相机HUD,相机HUD,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,适配+部分定制,D,P1尽量,待处理,,各镜头操作绑定组合快捷键,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,299,局内-系统,相机,相机HUD-载具,相机HUD-载具,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,适配+部分定制,F,P1尽量,待处理,,同步载具HUD指引键位,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,300,局内-系统,相机,相机-模板/滤镜,相机-模板/滤镜,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,301,局内-系统,相机,相机-设置,相机-设置,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,302,局内-系统,相机,相机-动作,相机-动作,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,303,局内-系统,相机,相机-模板,相机-模板,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,,,,待处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,304,局内-系统,相机,相机-路径,相机-路径,UiCamera,,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,,,,待处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,305,局内-系统,相机,管理模式-选择道具,管理模式-选择道具,UiAdmin(UiAdmin),P2,傅柄乔,傅柄乔,冯健恒,4-部分功能定制,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,306,局内-系统,战局结算,战局结算,战局结算,ComNewRoot,,李艺,熊峰,彭歆妍,2-适配优化,,,,待处理,（20251118未加悬浮态）,,,
SOC项目全量界面整理.xlsx,界面盘点,307,局内-系统,战局结算,战局结算,战局结算,UiStorySettlement、UiWarSituation,P1,李艺,熊峰,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,308,局内-系统,战局结算,战局结算,战局结算,UiDetailedData,,李艺,熊峰,彭歆妍,2-适配优化,,,,待处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,309,局内-系统,抄家推送,结算界面,结算界面,,P2,王斌,熊峰,李萨,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,310,局内-系统,抄家推送,突袭/遇袭战报,突袭/遇袭战报,ComBattleReportData,P2,王斌,熊峰,李萨,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,311,局内-系统,抄家推送,战斗数据,战斗数据,ComBattleReport,P2,王斌,熊峰,李萨,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,312,局内-系统,抄家推送,流水详情,流水详情,ComDetailsOfTheFlow,P2,王斌,熊峰,李萨,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,313,局内-系统,搜打建,报名阶段,报名阶段,ComSumUp,P0,李艺,李秋,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,314,局内-系统,搜打建,预告阶段,预告阶段,ComSumUp,,李艺,李秋,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,315,局内-系统,搜打建,对抗阶段,对抗阶段,ComSumUp,,李艺,李秋,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,316,局内-系统,搜打建,结算阶段,结算阶段,ComSumUp,,李艺,李秋,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,317,局内-系统,搜打建,搜打建-地图（首次进入）,搜打建-地图（首次进入）,,,王斌,李秋,蒲诗雨,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,318,局内-系统,搜打建,搜打建-地图,搜打建-地图,,,王斌,李秋,蒲诗雨,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,319,局内-系统,搜打建,搜打建-排行榜,搜打建-排行榜,,,王斌,李秋,李宁,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,320,局内-系统,举报,举报,举报,UiReport,,傅柄乔,蔡婷艳,李宁,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,321,局内-系统,安全下线,安全下线,安全下线,UiForceChooseFullPop,,,蔡婷艳,蒲诗雨,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,处理PC关闭组件,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,323,局内-物件交互,工具柜,领地中枢,领地中枢,UiTerritoryCenter,P0,余子文,蔡婷艳,李宁,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,324,局内-物件交互,工具柜,保险柜-未激活,保险柜-未激活,UiTerritoryCenter,P0,余子文,蔡婷艳,李宁,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,325,局内-物件交互,工具柜,保险柜-已激活,保险柜-已激活,RootTerritoryCenter,P0,余子文,蔡婷艳,李宁,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,接背包的物品编辑逻辑,未处理,
SOC项目全量界面整理.xlsx,界面盘点,326,局内-物件交互,工具柜,领地换肤,领地换肤,UiLobbySkinBuilding,,余子文,李秋,蒲诗雨,1-纯适配,,,,暂不处理,随收藏,,,
SOC项目全量界面整理.xlsx,界面盘点,327,局内-物件交互,工具柜,领地编辑-批量升级,领地编辑-批量升级,UiTerritoryEdit,P1,余子文,李秋,蒲诗雨,2-适配优化,纯适配+pc框架,F,P2可改,制作完成,,接卡片hover表现,未处理,
SOC项目全量界面整理.xlsx,界面盘点,328,局内-物件交互,工具柜,领地编辑-一键修复,领地编辑-一键修复,UiTerritoryEdit,P2,余子文,李秋,蒲诗雨,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,329,局内-物件交互,工具柜,权限管理,权限管理,UiPermissionCenter,P2,余子文,李秋,李宁,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,330,局内-物件交互,工具柜,领地柜弹窗,领地柜弹窗,RootTerritoryEditContent,,余子文,李秋,李宁,1-纯适配,,,,暂不处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,331,局内-物件交互,情报柜,情报破译,情报破译,UiReputationReward,P1,李艺,李秋,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,332,局内-物件交互,情报柜,情报成员信息,情报成员信息,UiMemberInfoTips,P1,李艺,李秋,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,333,局内-物件交互,情报柜,情报柜-升级提示,情报柜-升级提示,,P1,李艺,李秋,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,334,局内-物件交互,情报柜,情报柜-放入情报,情报柜-放入情报,UiItemSplit,P1,李艺,李秋,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,335,局内-物件交互,交互容器-储物类,储物箱,储物箱,RootInventoryOtherside,P1,余子文,蔡婷艳,蒲诗雨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,接背包的物品编辑逻辑,未处理,
SOC项目全量界面整理.xlsx,界面盘点,336,局内-物件交互,交互容器-储物类,全屏拾取（宝箱、掉落物、死亡盒子）,全屏拾取（宝箱、掉落物、死亡盒子）,RootInventoryOtherside,P1,余子文,蔡婷艳,蒲诗雨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,337,局内-物件交互,交互容器-储物类,玩家掠夺,玩家掠夺,,P1,余子文,蔡婷艳,蒲诗雨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,338,局内-物件交互,交互容器-储物类,马匹背包/载具储物模块,马匹背包/载具储物模块,RootInventoryOtherside,P1,余子文,蔡婷艳,蒲诗雨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,接背包的物品编辑逻辑,未处理,
SOC项目全量界面整理.xlsx,界面盘点,339,局内-物件交互,交互容器-转化类,熔炉、调制台、营火、电熔炉、炼油机,熔炉、调制台、营火、电熔炉、炼油机,UiOtherSideNew,P1,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,340,局内-物件交互,交互容器-特殊类,研究台,研究台,UiResearch,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,341,局内-物件交互,交互容器-特殊类,研究台-物品选择,研究台-物品选择,UiItemTips,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,342,局内-物件交互,交互容器-特殊类,维修台,维修台,UiRepair,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,343,局内-物件交互,交互容器-特殊类,挖掘机,挖掘机,UiDig,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,制作物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,344,局内-物件交互,交互容器-特殊类,分解机,分解机,UiInventoryOtherside,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,345,局内-物件交互,交互容器-特殊类,堆肥机,堆肥机,UiInventoryOtherside,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,346,局内-物件交互,交互容器-特殊类,拴马桩,拴马桩,UiManger,P2,余子文,蔡婷艳,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,347,局内-物件交互,半屏类,摆件升级,摆件升级,UiDeployUpgrade,P2,王斌,谢爱萍,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,348,局内-物件交互,半屏类,摆件换肤,摆件换肤,UiChoseSkinConstruction,P2,石凤姣,谢爱萍,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,349,局内-物件交互,半屏类,自动炮台,自动炮台,UiTurret,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,350,局内-物件交互,半屏类,自动炮台-武器填入 / （通用物品选择组件）,自动炮台-武器填入 / （通用物品选择组件）,UiTurretSideBackpack,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,,无需处理,
SOC项目全量界面整理.xlsx,界面盘点,351,局内-物件交互,半屏类,自动炮台-弹药填入 / （通用物品填入组件）,自动炮台-弹药填入 / （通用物品填入组件）,UiItemSplit,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,统一接物品hover取出功能,无需处理,
SOC项目全量界面整理.xlsx,界面盘点,352,局内-物件交互,半屏类,马匹配置,马匹配置,UiVehicle,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,353,局内-物件交互,半屏类,载具配置,载具配置,UiVehicle,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,354,局内-物件交互,半屏类,快艇配置,快艇配置,UiVehicle,P1,王斌,谢爱萍,冯健恒,3-纯表现定制,纯适配+pc框架,无需,无需,制作完成,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,355,局内-物件交互,睡袋,睡袋命名,睡袋命名,UiInputBox,,余子文,熊峰,,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,无需处理,
SOC项目全量界面整理.xlsx,界面盘点,356,局内-物件交互,睡袋,睡袋赠送,睡袋赠送,UiPlayerSelectWithModel,,余子文,熊峰,,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,357,局内-物件交互,种植,种植,种植,UiPlantMain,P2,王斌,谢爱萍,王京京,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,358,局内-物件交互,种植,种植-种子填入,种植-种子填入,,P2,王斌,谢爱萍,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,359,局内-物件交互,种植,种植详情,种植详情,,P2,王斌,谢爱萍,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,360,局内-物件交互,种植,杂交,杂交,UiPlantMain,P2,王斌,谢爱萍,王京京,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,361,局内-物件交互,载具修理台,载具改装,载具改装,UiLiftingPlatform,,余子文,杨帅帅,李萨,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,362,局内-物件交互,载具修理台,载具加油,载具加油,UiVehicleRefuel,,余子文,杨帅帅,李萨,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,363,局内-物件交互,商店/售货机,NPC商店,NPC商店,UiShop,P2,王斌,李秋,李宁,2-适配优化,纯适配+pc框架,无需,无需,制作中,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,364,局内-物件交互,商店/售货机,自动售货机,自动售货机,UiShop,,余子文,李秋,李宁,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,365,局内-物件交互,商店/售货机,自动售货机-商店管理,自动售货机-商店管理,UiShopUpload,,孙晓娣,李秋,李宁,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,中低优GUI迭代,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,366,局内-物件交互,商店/售货机,自动售货机-添加新订单,自动售货机-添加新订单,ComAddItem/ComChangeOrder,,孙晓娣,李秋,李宁,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,中低优GUI迭代,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,367,局内-物件交互,商店/售货机,自动售货机-库存管理,自动售货机-库存管理,ComStockManagement,,余子文,李秋,李宁,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,中低优GUI迭代,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,368,局内-物件交互,喀秋莎,喀秋莎,喀秋莎,UiKatyusha,,余子文,李秋,王京京,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,统一接物品hover取出功能,未处理,
SOC项目全量界面整理.xlsx,界面盘点,370,局内-独立玩法&特殊功能,局内小游戏,惊喜玩法,惊喜玩法,,,,,,已废弃,纯适配+pc框架,无需,无需,已废弃,,,待定,
SOC项目全量界面整理.xlsx,界面盘点,371,局内-独立玩法&特殊功能,局内小游戏,连线小游戏,连线小游戏,UiSwipeCardGame,,李艺,杨帅帅,王京京,2-适配优化,纯适配+pc框架,无需,无需,制作完成,,,无需处理,
SOC项目全量界面整理.xlsx,界面盘点,372,局内-独立玩法&特殊功能,局内小游戏,连线结算,连线结算,UiForceChooseFullPop,,李艺,杨帅帅,王京京,1-纯适配,纯适配+pc框架,无需,无需,暂不处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,373,局内-独立玩法&特殊功能,局内小游戏,开锁小游戏,开锁小游戏,,,王斌,杨帅帅,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,374,局内-独立玩法&特殊功能,局内小游戏,男团小游戏,男团小游戏,,,王斌,杨帅帅,王京京,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,375,局内-独立玩法&特殊功能,运输玩法,运输侧弹窗,运输侧弹窗,UiTrainCargoPanel,P1,李艺,谢爱萍,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,376,局内-独立玩法&特殊功能,运输玩法,选择卸货弹窗,选择卸货弹窗,,P1,李艺,谢爱萍,彭歆妍,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,未处理,
SOC项目全量界面整理.xlsx,界面盘点,377,局内-独立玩法&特殊功能,领地攻防,HUD,HUD,,P1,余子文,李秋,李萨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,378,局内-独立玩法&特殊功能,领地攻防,阵营选择,阵营选择,,P1,余子文,李秋,李萨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,379,局内-独立玩法&特殊功能,领地攻防,作战套装,作战套装,,P1,余子文,李秋,李萨,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,380,局内-独立玩法&特殊功能,领地攻防,战斗结算,战斗结算,UiBigTitlePanel,P1,余子文,李秋,李萨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,381,局内-独立玩法&特殊功能,领地攻防,战斗结算表,战斗结算表,,P1,余子文,李秋,李萨,2-适配优化,纯适配+pc框架,无需,无需,待处理,,,随迭代处理,
SOC项目全量界面整理.xlsx,界面盘点,382,局内-独立玩法&特殊功能,领地攻防,局内计分板,局内计分板,,P1,余子文,李秋,李萨,2-适配优化,,,,待处理,,,,
SOC项目全量界面整理.xlsx,界面盘点,383,局内-独立玩法&特殊功能,OB模式,PC大厅OB入口菜单,PC大厅OB入口菜单,ComLobbyMainRoot/Platform/Pc,,傅柄乔,熊峰,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,384,局内-独立玩法&特殊功能,OB模式,局内玩家列表界面,局内玩家列表界面,UiGameOBPlayerList,,傅柄乔,熊峰,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,385,局内-独立玩法&特殊功能,OB模式,局内领地界面,局内领地界面,UiGameOBTerritoryInfo,,傅柄乔,熊峰,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,386,局内-独立玩法&特殊功能,OB模式,OB地图,OB地图,,,傅柄乔,熊峰,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,387,局内-独立玩法&特殊功能,OB模式,OBHUD,OBHUD,UiHudElems@GameHud_PC,,傅柄乔,熊峰,冯健恒,,,,,,,,,
SOC项目全量界面整理.xlsx,界面盘点,388,局内-独立玩法&特殊功能,OB模式,OB容器类物品查看列表,OB容器类物品查看列表,UiGameOBItemViewList,,傅柄乔,熊峰,冯健恒,,,,,,,,,
